Wall time,Step,Value
1710510938.1987803,0,0.07284297049045563
1710511078.408829,1,0.07326869666576385
1710511218.4301524,2,0.07089261710643768
1710511358.5258622,3,0.07049994170665741
1710511498.6449876,4,0.07011087238788605
1710511638.6570327,5,0.06944410502910614
1710511778.7010944,6,0.06884875148534775
1710511918.8725917,7,0.06820438802242279
1710512059.041465,8,0.06722865253686905
1710512199.2091415,9,0.06766384094953537
1710512339.2112892,10,0.06665797531604767
1710512479.008361,11,0.06598251312971115
1710512618.6439843,12,0.06614045798778534
1710512758.1625714,13,0.06508231163024902
1710512897.6345747,14,0.06423774361610413
1710513037.1682558,15,0.06471136212348938
1710513176.6393037,16,0.06342778354883194
1710513316.241976,17,0.06402505934238434
1710513455.7536054,18,0.06333836913108826
1710513595.218353,19,0.06331075727939606
1710513734.6317797,20,0.06238217279314995
1710513874.0701628,21,0.06261970102787018
1710514013.500932,22,0.062234606593847275
1710514153.082015,23,0.06183209642767906
1710514292.5602422,24,0.061994217336177826
1710514431.9856415,25,0.06103189289569855
1710514571.4025092,26,0.061654672026634216
1710514710.8666608,27,0.06120077148079872
1710514850.1202452,28,0.06090381741523743
1710514989.7051063,29,0.06095048412680626
1710515129.286701,30,0.06072508543729782
1710515268.8342497,31,0.06005793437361717
1710515408.4519427,32,0.05989881232380867
1710515548.062753,33,0.060742590576410294
1710515687.5994473,34,0.05959179252386093
1710515827.0304875,35,0.05951526388525963
1710515966.8537362,36,0.059717241674661636
1710516106.847352,37,0.0600358247756958
1710516246.8454745,38,0.059629157185554504
1710516386.8039048,39,0.059506043791770935
1710516526.785882,40,0.059919197112321854
1710516666.6911032,41,0.05978346988558769
1710516806.6697116,42,0.06043267622590065
1710516946.59391,43,0.060489241033792496
1710517086.5813847,44,0.06029462069272995
1710517226.5727289,45,0.060806840658187866
1710517366.4779906,46,0.06171928718686104
1710517506.31878,47,0.06203193962574005
1710517646.2104368,48,0.06192290782928467
1710517786.0813954,49,0.06277614831924438
1710517925.9853382,50,0.06328728795051575
1710518065.8424022,51,0.06409131735563278
1710518205.5914276,52,0.0654277354478836
1710518345.2228365,53,0.06667228788137436
1710518484.877573,54,0.06754299998283386
1710518624.3976865,55,0.06885457783937454
1710518764.0230677,56,0.07062004506587982
1710518902.9130054,57,0.07289240509271622
1710519041.6795666,58,0.07655041664838791
1710519180.4945042,59,0.08191033452749252
1710519319.1944644,60,0.08731567859649658
1710519458.0670753,61,0.08793868124485016
1710519596.8719099,62,0.08382211625576019
1710519735.6913936,63,0.08469466865062714
1710519874.4354088,64,0.08225555717945099
1710520013.0369308,65,0.08174744993448257
1710520151.8071287,66,0.08097745478153229
1710520290.4425478,67,0.08215107768774033
1710520429.2882478,68,0.08259352296590805
1710520567.9696221,69,0.08341340720653534
