Wall time,Step,Value
1716457818.3309095,1,0.09287931025028229
1716458095.4025798,3,0.08914124965667725
1716458372.600221,5,0.08396884053945541
1716458511.1103072,6,0.08657118678092957
1716458787.8755305,8,0.08763378113508224
1716459064.6140409,0,0.07026863098144531
1716459202.98306,1,0.0802980288863182
1716459341.2101552,2,0.08120248466730118
1716459479.4056182,3,0.0779280960559845
1716459617.7527506,4,0.07617837190628052
1716459755.9440691,5,0.07255251705646515
1716459894.0743737,6,0.07415095716714859
1716460032.227497,7,0.07514142245054245
1716460170.598236,8,0.07586979866027832
1716460309.0043085,9,0.07026451081037521
1716460447.4254758,0,0.0741141214966774
1716460585.6069148,1,0.07596508413553238
1716460723.9334545,2,0.07314048707485199
1716460862.3294291,3,0.06793425232172012
1716461000.7705827,4,0.07449381798505783
1716461139.1424415,5,0.07377933710813522
1716461415.8448644,7,0.0740230455994606
1716461831.1415715,0,0.06018541380763054
1716461969.5733833,1,0.06518538296222687
1716462108.0658126,2,0.06058073043823242
1716462246.557717,3,0.06112417206168175
1716462384.7682323,4,0.06873643398284912
1716462661.4897633,6,0.059931159019470215
1716463076.7719193,9,0.05815329775214195
1716463215.1229987,0,0.05696028470993042
1716463492.1193366,2,0.058217842131853104
1716463630.5670645,3,0.06132255867123604
1716463769.1399965,4,0.060910679399967194
1716463907.5209749,5,0.0634426698088646
1716464045.901488,6,0.058159686625003815
1716464184.2765977,7,0.0618392638862133
1716464461.067826,9,0.0623718798160553
1716464599.353101,0,0.05418321490287781
1716464875.9005468,2,0.054797518998384476
1716465014.1910923,3,0.054376889020204544
1716465152.5986128,4,0.057817887514829636
1716465291.00951,5,0.05501529201865196
1716465429.3480513,6,0.05548432096838951
1716465567.6885917,7,0.054834503680467606
1716465983.1341732,0,0.052821870893239975
1716466121.6508722,1,0.04873809218406677
1716466260.0662856,2,0.04910771921277046
1716466398.4587564,3,0.053527723997831345
1716466536.9772866,4,0.051585543900728226
1716466675.3947916,5,0.04909954592585564
1716466813.7466173,6,0.05391452834010124
1716466952.1104298,7,0.05152079463005066
1716467090.3641138,8,0.05236847326159477
1716467228.8269246,9,0.05531277880072594
1716467505.5400817,1,0.05625659227371216
1716467643.880999,2,0.05155503749847412
1716467782.3710747,3,0.048475902527570724
1716467921.0793247,4,0.04711161553859711
1716468198.6670327,6,0.04863792285323143
1716468337.3542857,7,0.04746633395552635
1716468476.0602531,8,0.05074048042297363
1716468614.6671119,9,0.05098070576786995
1716468892.0213783,1,0.05013919994235039
1716469030.6788855,2,0.0488164909183979
1716469308.2602258,4,0.045663267374038696
1716469446.9751217,5,0.0500585213303566
1716469585.6934836,6,0.04979236423969269
1716469724.4334178,7,0.05073670670390129
1716469863.116573,8,0.050140369683504105
1716470001.9572432,9,0.04821307584643364
1716470279.2422092,1,0.046849098056554794
1716470417.6289907,2,0.04617142304778099
1716470556.235563,3,0.04678883031010628
1716470694.8800302,4,0.04912005737423897
1716470972.0128832,6,0.04718606546521187
1716471110.6323297,7,0.04662056267261505
1716471387.8205702,9,0.045816268771886826
1716471526.4211109,0,0.045394416898489
1716471665.07439,1,0.046235471963882446
1716471803.6266603,2,0.04660288617014885
1716471942.1505075,3,0.048000775277614594
1716472080.7516015,4,0.04598357900977135
1716472219.296832,5,0.04523169621825218
1716472357.9227521,6,0.0484834648668766
1716472635.2143195,8,0.04562053829431534
1716472773.803641,9,0.045127347111701965
1716472912.6938567,0,0.045783575624227524
1716473051.262999,1,0.04775727540254593
1716473328.2831297,3,0.04708361625671387
1716473466.9364593,4,0.045012932270765305
1716473605.5182354,5,0.04322898015379906
1716473744.229361,6,0.04587752744555473
1716473882.7291858,7,0.04641032963991165
1716474021.3433318,8,0.0455612912774086
1716474159.7900424,9,0.04622970148921013
1716474298.2532897,0,0.04789431765675545
1716474436.7041667,1,0.04521607980132103
1716474713.8291554,3,0.044314492493867874
1716474852.2977974,4,0.044851358979940414
1716474990.9470177,5,0.04553337022662163
1716475129.481993,6,0.04380342364311218
1716475268.0450206,7,0.04864545539021492
1716475544.821184,9,0.04628896713256836
1716475683.1926513,0,0.04536032676696777
1716476098.5807555,3,0.045675694942474365
1716476236.9921548,4,0.044139061123132706
1716476513.8198557,6,0.04417923465371132
1716476652.2675767,7,0.04960023984313011
1716476929.22174,9,0.04467914626002312
1716477205.7910926,1,0.04782912880182266
1716477344.172468,2,0.04578845575451851
1716477482.4778328,3,0.044931214302778244
1716477620.599748,4,0.04481524974107742
1716477758.7998319,5,0.04546455666422844
1716477896.8925824,6,0.045149266719818115
1716478173.0874119,8,0.045593295246362686
1716478311.175093,9,0.047532837837934494
1716478449.091321,0,0.050007205456495285
1716478587.0177984,1,0.04794113710522652
1716478862.9828398,3,0.04630747437477112
1716479001.000457,4,0.049040671437978745
1716479139.0442827,5,0.0477873869240284
1716479415.1180637,7,0.04597552493214607
1716479553.1445665,8,0.047341085970401764
1716479691.2061682,9,0.04742797836661339
1716479967.1086457,1,0.05256080627441406
1716480105.0760224,2,0.05148964002728462
1716480381.1323497,4,0.04908108711242676
1716480519.1189275,5,0.04907120764255524
1716480794.9470494,7,0.04721186310052872
1716480932.9580002,8,0.0494798980653286
1716481071.0249333,9,0.04936665669083595
1716481346.712828,1,0.07157360762357712
1716481484.6171787,2,0.06825492531061172
1716481622.3053386,3,0.06564895808696747
1716481897.8160474,5,0.06551065295934677
1716482035.5201252,6,0.06685451418161392
1716482173.3336942,7,0.06606816500425339
1716482311.1018455,8,0.063349150121212

