Wall time,Step,Value
1716280325.4955072,0,0.09446181356906891
1716280782.0014656,2,0.0762048289179802
1716281238.4388385,4,0.08357757329940796
1716281694.1580744,6,0.07518106698989868
1716282149.8208249,8,0.08083268254995346
1716283288.624097,3,0.07526399940252304
1716284196.8362155,7,0.07349639385938644
1716284423.892451,8,0.06674551218748093
1716284650.955339,9,0.07244842499494553
1716284877.8958988,0,0.06520814448595047
1716285331.7502375,2,0.06834248453378677
1716285558.6473472,3,0.059677161276340485
1716286239.273716,6,0.06787728518247604
1716286920.7539916,9,0.0611971877515316
1716287597.9296098,2,0.06298337131738663
1716288273.9317708,5,0.05630236864089966
1716288499.057669,6,0.05749598890542984
1716288724.168413,7,0.061926472932100296
1716288949.4186587,8,0.05919400602579117
1716289174.603118,9,0.05499298498034477
1716289625.5074008,1,0.05725126340985298
1716289850.6356473,2,0.05904294177889824
1716290075.6496801,3,0.05456195026636124
1716290525.9076514,5,0.054216694086790085
1716290751.000153,6,0.05534407123923302
1716290976.069128,7,0.05538502335548401
1716291426.6642368,9,0.052630532532930374
1716291876.753868,1,0.058524664491415024
1716292101.739195,2,0.056508053094148636
1716293002.1134472,6,0.057362258434295654
1716293902.5952353,0,0.06161414459347725
1716294577.6325238,3,0.05308931693434715
1716294802.6276648,4,0.052094247192144394
1716295252.490489,6,0.05452483892440796
1716295477.5169773,7,0.05324861407279968
1716295927.3517933,9,0.053978752344846725
1716296377.0261579,1,0.05753098800778389
1716297051.7701845,4,0.056667815893888474
1716298626.7066069,1,0.06015957519412041
1716299301.253129,4,0.05935579538345337
1716299526.1255631,5,0.06008707359433174
1716299750.9725678,6,0.05846576765179634
1716300000.9725678,2,0.05846576765179634
1716300200.6979535,8,0.0553707592189312
1716300425.5564735,9,0.05699050426483154
1716300650.2080312,0,0.06564884632825851
1716301100.08575,2,0.061532747000455856
1716301325.1781614,3,0.06161206588149071
1716301550.226996,4,0.0586259551346302
1716301775.3187041,5,0.061238523572683334
1716302225.4198165,7,0.058247160166502
1716303350.902236,2,0.06089374050498009
1716303576.1979544,3,0.05936018377542496
1716304927.5618212,9,0.05924474075436592
1716305377.936752,1,0.06026047095656395
1716305603.3897421,2,0.06067932769656181
1716305828.7930057,3,0.06107257679104805
1716306054.2311623,4,0.0604434497654438
1716306279.6922593,5,0.058643411844968796
1716306505.2791276,6,0.05757826566696167
1716306730.7765415,7,0.06053925305604935
1716306956.2367969,8,0.06086670979857445
1716307181.6629515,9,0.059551455080509186
1716307407.0445354,0,0.06051832437515259
1716307632.4424648,1,0.05989636853337288
1716307857.8624542,2,0.058452870696783066
1716308534.4394484,5,0.060036588460206985
1716308759.914178,6,0.058845411986112595
1716308985.3594697,7,0.05784648656845093
1716309436.4766278,9,0.05948852375149727
1716309661.7652452,0,0.059461236000061035
1716309886.6856284,1,0.0589732900261879
1716310336.5659277,3,0.06021710857748985
1716310786.404852,5,0.05751676484942436
1716311236.2173734,7,0.058074790984392166
1716311461.09246,8,0.058453429490327835
1716312135.9012263,1,0.058692581951618195
1716312360.8900795,2,0.05889759212732315
1716312585.9353335,3,0.05790330097079277
1716313035.7493887,5,0.058333754539489746
1716313260.6713457,6,0.05734109506011009
1716313485.6842046,7,0.05997413396835327
1716313935.5767384,9,0.05790361389517784
1716314385.693505,1,0.057183023542165756
1716314610.6952157,2,0.05724344775080681
1716315285.530163,5,0.05759238079190254
1716315510.4722178,6,0.05931028351187706
1716315735.4360023,7,0.05806148052215576
1716315960.4219058,8,0.05748413875699043
1716316185.4548178,9,0.05781419202685356
1716316410.429723,0,0.05674270540475845
1716316635.3906615,1,0.05743086338043213
1716316860.2476008,2,0.05915534496307373
1716317310.0097463,4,0.05571103096008301
1716317534.8621762,5,0.05943100526928902
1716317759.7961862,6,0.05465389043092728
1716318434.5281727,9,0.05728532746434212
